HIP,RAhms,DEdms,Vmag,SpType,HD
107710,"21 49 08.12","+66 47 31.9",6.49,"F3IV",207826
107723,"21 49 19.01","+61 16 22.1",6.18,"M1II-III",207780
107726,"21 49 21.58","+15 45 40.2",6.84,"K0",207545
107734,"21 49 26.87","+20 27 44.8",6.27,"B2V",207563
107749,"21 49 40.10","+41 08 55.7",6.48,"A2Ib",207673
107750,"21 49 41.02","-12 43 22.5",6.31,"A1/A2III",207503
107757,"21 49 45.43","-46 36 39.2",6.98,"K2III",207376
107763,"21 49 50.68","+30 10 27.4",5.07,"A1Vs",207650
107773,"21 50 00.13","-64 42 44.8",5.62,"K1III",207229
107775,"21 50 01.93","-47 43 30.4",6.54,"K0III",207400
107777,"21 50 02.48","+52 41 50.3",6.58,"B0.5III",207793
107788,"21 50 08.64","+17 17 09.4",5.34,"F2III-IV",207652
107797,"21 50 12.97","-16 50 41.6",6.38,"K3III",207552
107813,"21 50 30.82","+32 39 27.8",6.79,"K0",207756
107820,"21 50 35.42","-08 58 56.8",6.54,"K0",207627
107835,"21 50 47.23","-69 37 45.9",5.52,"M0III",207241
107843,"21 50 54.25","-82 43 07.8",5.27,"G8/K0III+..",206240
107856,"21 51 04.97","+39 32 11.9",6.2,"B9p HgMn",207857
107877,"21 51 24.39","-23 16 13.5",6.85,"F6V",207692
107886,"21 51 33.73","+00 46 14.1",6.6,"K0",207796
107887,"21 51 34.24","+19 49 35.9",5.78,"B8III",207840
107893,"21 51 37.25","+65 45 09.9",6.37,"Am+...",208132
107896,"21 51 40.18","+19 18 25.0",6.82,"F6V",207859
107901,"21 51 41.66","-18 37 21.9",6.19,"F0V",207760
107914,"21 51 48.27","+64 53 59.8",6.84,"K0",208141
107919,"21 51 51.86","+11 05 28.3",6.66,"A5",207861
107923,"21 51 55.39","+48 26 13.5",6.88,"K5Ib",207991
107928,"21 51 58.64","-55 46 44.7",6.98,"K0III",207618
107929,"21 52 00.45","+55 47 31.0",6.56,"A1p",208063
107930,"21 52 01.02","+55 47 48.3",5.7,"B6IV-V",208095
107952,"21 52 12.97","+79 33 06.3",6.51,"K5",208742
107956,"21 52 18.17","+21 16 23.2",6.27,"M8III",207932
107962,"21 52 21.24","-03 10 28.7",6.62,"A0",207888
107963,"21 52 21.47","-41 24 45.4",6.84,"K2III",207765
107971,"21 52 27.07","+54 40 58.7",6.83,"K1III-IV",208107
107975,"21 52 29.96","+28 47 37.3",5.52,"F6IVwvar",207978
107984,"21 52 35.15","+62 42 43.8",6.7,"B1III",208218
107993,"21 52 44.94","-03 59 31.4",6.66,"G5",207920
107995,"21 52 46.86","+73 42 08.0",6.64,"A2V",208509
108012,"21 52 58.35","+15 55 55.6",6.89,"K2",208007
108018,"21 53 00.95","-10 33 45.0",6.89,"K0",207936
108022,"21 53 03.76","+25 55 30.5",5.09,"B3V",208057
108029,"21 53 07.14","+56 12 45.2",6.86,"K0",208219
108034,"21 53 11.93","+71 59 23.0",6.99,"B9",208510
108035,"21 53 14.71","-36 53 47.4",6.96,"K0III",207895
108036,"21 53 17.58","-13 33 06.5",5.08,"F3IV",207958
108039,"21 53 19.82","+53 59 50.0",6.61,"A2",208253
108058,"21 53 36.03","-10 18 41.8",6.57,"B9V",208008
108060,"21 53 37.37","+19 40 06.2",5.69,"A0Vs",208108
108084,"21 53 54.79","+28 20 32.0",6.78,"A2",208174
108085,"21 53 55.65","-37 21 53.4",3.0,"B8III",207971
108090,"21 53 57.72","+06 51 53.2",6.14,"G0IIIs",208110
108102,"21 54 10.34","-04 16 33.4",5.71,"K2III",208111
108119,"21 54 17.44","+19 43 05.3",6.36,"K0III+...",208202
108123,"21 54 19.06","-36 03 41.5",6.74,"K3III",208033
108127,"21 54 22.03","+12 45 03.9",6.61,"B9",208189
108129,"21 54 22.48","-85 02 00.9",6.59,"K0/K1III",206053
108133,"21 54 26.54","+80 18 30.9",6.43,"M3",209111
108144,"21 54 35.90","-03 18 04.3",6.24,"F5IV",208177
108151,"21 54 42.92","+67 45 13.5",6.96,"F0",208629
108165,"21 54 53.16","+56 36 40.4",5.74,"B8Ibvar",208501
108174,"21 54 59.59","+53 56 07.4",6.92,"F5",208502
108195,"21 55 11.34","-61 53 11.0",5.92,"F1III",207964
108209,"21 55 20.60","+61 32 30.5",6.17,"G8Ib...",208606
108212,"21 55 20.98","+20 50 56.6",6.68,"K1III",208363
108213,"21 55 21.26","+36 08 46.6",6.72,"K0",208442
108220,"21 55 27.44","-70 06 55.0",6.65,"A1/A2V",207870
108226,"21 55 30.99","+65 19 14.9",5.84,"B2.5Ve",208682
108232,"21 55 34.15","-70 04 05.6",6.63,"A8/A9V",207896
108233,"21 55 35.10","+53 14 35.6",6.68,"K2II-III",208563
108258,"21 55 55.45","-46 55 40.1",6.55,"F5V",208215
108259,"21 55 55.60","-30 36 21.1",6.41,"G8III",208285
108268,"21 56 03.42","-52 27 49.2",6.5,"G6III",208184
108278,"21 56 12.02","+33 21 57.0",6.99,"K2",208548
108281,"21 56 14.04","-57 53 58.6",6.17,"A3m...",208149
108294,"21 56 22.79","-37 15 13.1",5.45,"A3V",208321
108296,"21 56 23.98","+21 14 23.4",6.39,"K5V",208527
108301,"21 56 27.30","+59 47 42.4",6.89,"A0",208744
108316,"21 56 35.95","+21 09 40.1",6.87,"K0",208551
108317,"21 56 39.14","+63 37 32.0",5.11,"M2 comp",208816
108327,"21 56 46.00","-17 53 49.4",6.76,"A0/A1V",208482
108339,"21 56 56.39","+12 04 35.5",5.54,"A2Vnn",208565
108347,"21 57 02.14","-37 44 48.7",6.18,"F2/F3V",208435
108348,"21 57 02.22","+48 40 06.8",6.51,"B8V",208727
108353,"21 57 04.90","+46 35 32.8",6.78,"K0",208728
108354,"21 57 05.08","-76 12 40.9",6.68,"G8III",207883
108364,"21 57 11.09","+66 09 22.2",6.41,"B2V",208947
108378,"21 57 24.19","+66 08 20.7",6.55,"K5",208971
108402,"21 57 39.35","-08 33 51.6",6.8,"B9",208612
108420,"21 57 51.07","+74 59 48.3",6.32,"K5",209258
108431,"21 57 55.03","-54 59 33.2",4.4,"F0IV",208450
108453,"21 58 13.28","-05 25 28.8",6.33,"F5IV",208703
108456,"21 58 13.53","+82 52 10.8",6.92,"F6IV-V",209942
108471,"21 58 27.31","+14 01 20.4",6.53,"K2",208789
108473,"21 58 28.56","+03 46 38.1",6.95,"G0V",208776
108478,"21 58 30.07","-59 00 44.0",6.13,"F3V",208496
108479,"21 58 30.13","-41 43 15.5",6.77,"K5III",208625
108484,"21 58 34.95","-44 03 45.0",6.54,"G8IV",208627
108490,"21 58 41.08","+29 48 48.8",6.95,"F8V-VI",208906
108494,"21 58 43.78","-21 10 58.5",6.06,"M2III",208735
108505,"21 58 53.51","+62 41 52.6",5.96,"M3III",209112
108506,"21 58 54.99","-04 22 21.0",6.24,"K2V",208801
108513,"21 58 59.64","+19 01 13.4",6.5,"K0",208897
108535,"21 59 15.10","+73 10 49.0",5.04,"F5V",209369
108543,"21 59 17.88","-38 23 42.3",5.5,"K1II/III",208737
108553,"21 59 22.86","+57 39 30.8",6.58,"A0III-IV",209124
108566,"21 59 31.73","+10 34 35.3",6.99,"K5",208942
108603,"22 00 03.38","+65 25 58.0",6.93,"K5",209317
108612,"22 00 07.92","+06 43 02.8",6.0,"B3III",209008
108621,"22 00 17.09","+34 37 46.6",6.87,"K5",209126
108626,"22 00 24.22","-55 53 00.4",6.02,"B9IV/V",208796
108632,"22 00 26.71","+33 00 20.8",6.46,"F5III",209149
108650,"22 00 39.27","+62 29 16.1",6.67,"B0IV",209339
108661,"22 00 50.22","-28 27 13.5",5.43,"B8/B9V+...",209014
108681,"22 00 59.08","-36 33 22.4",6.71,"K2III",208992
108691,"22 01 05.01","+00 36 17.1",5.6,"K4III:",209128
108693,"22 01 05.32","+13 07 11.9",5.61,"F4III",209166
108699,"22 01 09.24","+08 15 25.8",5.65,"K5III",209167
108745,"22 01 43.00","+41 32 21.0",6.99,"K2",209342
108758,"22 01 50.58","+52 52 56.1",5.79,"B5III",209419
108759,"22 01 52.65","-77 39 45.1",6.39,"A5IV/V",208500
108766,"22 02 01.37","+10 58 25.7",6.36,"B5IIIn",209288
108772,"22 02 04.58","+58 00 01.3",5.55,"O9V",209481
108779,"22 02 07.33","-75 40 44.4",6.67,"K3III",208638
108784,"22 02 11.78","-17 54 12.0",6.28,"K0III",209240
108789,"22 02 16.00","+36 58 58.2",6.95,"M2III",209394
108797,"22 02 26.25","-16 57 53.4",6.39,"A0/1V + K1/2",209278
108809,"22 02 32.98","-32 08 01.7",6.63,"F6/F7V",209253
108812,"22 02 37.25","+33 22 45.8",6.99,"A3",209439
108814,"22 02 38.49","+15 59 11.5",6.71,"A0",209380
108817,"22 02 41.33","-27 22 02.3",6.91,"K3III",209280
108829,"22 02 49.53","+66 03 51.3",6.76,"B8",209691
108845,"22 02 56.68","+44 38 59.8",5.57,"A0IV",209515
108849,"22 03 03.74","-76 07 05.8",5.94,"F3III",208741
108868,"22 03 16.43","-06 31 20.7",5.55,"K0III",209396
108870,"22 03 17.44","-56 46 47.3",4.69,"K5V",209100
108874,"22 03 18.83","-02 09 19.2",4.74,"B7IVe",209409
108875,"22 03 19.02","+11 23 11.6",5.83,"B9.5V",209459
108903,"22 03 35.50","-55 58 36.2",6.88,"F7V",209268
108917,"22 03 47.16","+64 37 39.9",4.26,"Am",209790
108924,"22 03 52.93","+63 07 11.2",5.26,"M5III",209772
108925,"22 03 53.86","+59 48 52.5",6.69,"B1V",209744
108933,"22 04 06.72","+44 20 42.4",6.56,"A2",209679
108938,"22 04 12.85","+59 52 01.8",6.96,"B8III",209809
108952,"22 04 23.83","-29 54 59.5",6.45,"K5III",209476
108960,"22 04 29.92","-25 52 59.9",6.73,"G8III",209506
108963,"22 04 31.11","+10 14 25.2",6.93,"K0",209615
108969,"22 04 34.51","+32 56 30.3",6.36,"G5Ia",209693
108975,"22 04 36.76","-26 49 20.4",5.97,"B3V (+B)",209522
108978,"22 04 39.16","-28 26 06.2",6.99,"K0III",209523
108991,"22 04 47.43","-00 54 22.5",5.29,"A5m",209625
109002,"22 04 56.56","+47 14 04.2",6.92,"K0III SB",209813
109005,"22 05 00.48","+62 47 07.9",5.27,"K4III",209960
109009,"22 05 03.47","+14 48 57.4",6.38,"M2.5III:",209709
109017,"22 05 08.79","+62 16 47.4",5.07,"O9.5Ib",209975
109023,"22 05 11.32","+26 40 25.0",5.75,"K2III",209761
109029,"22 05 13.86","+63 34 42.3",6.93,"G5",210011
109033,"22 05 16.52","+46 44 41.6",6.16,"M4III",209857
109052,"22 05 32.15","+00 37 39.4",6.99,"K0",209726
109056,"22 05 34.65","+28 57 50.4",5.69,"B9Vn",209833
109068,"22 05 40.69","+05 03 29.8",4.86,"K4III",209747
109074,"22 05 47.03","-00 19 11.4",2.95,"G2Ib",209750
109079,"22 05 50.44","+45 06 45.0",6.5,"A0V",209932
109081,"22 05 50.95","-59 38 09.4",5.62,"K4III",209529
109082,"22 05 51.22","+48 13 53.4",6.26,"B2V SB",209961
109096,"22 05 58.55","+53 37 24.1",6.98,"K0Ib",209992
109102,"22 06 01.96","+45 00 51.8",5.09,"K5III",209945
109108,"22 06 04.14","-43 57 58.1",6.94,"K0III",209661
109111,"22 06 06.90","-39 32 35.0",4.47,"M0III",209688
109121,"22 06 12.25","+45 14 55.3",6.19,"A3V",209993
109124,"22 06 13.55","+56 20 36.2",6.38,"A0III",210071
109139,"22 06 26.21","-13 52 10.3",4.29,"B8V",209819
109155,"22 06 38.87","+02 26 22.2",6.51,"B9",209905
109176,"22 07 00.47","+25 20 42.2",3.77,"F5V",210027
109181,"22 07 02.57","+11 46 03.9",6.83,"M1III",209977
109190,"22 07 09.65","+58 50 26.8",6.34,"G6III",210220
109191,"22 07 10.73","+72 22 21.9",6.84,"A0",210431
109199,"22 07 15.10","-22 14 26.6",6.83,"G8III/IV",209925
109201,"22 07 18.10","-10 26 48.7",6.87,"M3",209950
109205,"22 07 25.59","+53 18 26.8",6.17,"A3Ib",210221
109209,"22 07 28.52","+19 28 31.6",5.74,"F2V:",210074
109212,"22 07 29.95","+18 00 02.8",6.31,"M1",210090
109214,"22 07 30.33","-68 01 24.1",6.99,"G0V",209653
109220,"22 07 35.26","-14 29 26.5",6.7,"A2/A3III",210000
109240,"22 07 50.33","+21 42 11.1",5.79,"B7Vn",210129
109245,"22 07 53.19","-70 17 08.6",6.67,"F7/F8V",209635
109268,"22 08 13.88","-46 57 38.2",1.73,"B7IV",209952
109272,"22 08 16.28","+49 47 49.2",6.41,"K5III",210289
109276,"22 08 17.26","+25 32 37.0",6.08,"F1IV",210210
109281,"22 08 18.81","+24 09 25.1",6.57,"G2V",210211
109282,"22 08 19.36","-34 33 21.1",6.98,"M3III",210050
109285,"22 08 22.95","-32 59 18.2",4.5,"A2V",210049
109289,"22 08 25.93","-34 02 37.4",4.99,"K4III",210066
109303,"22 08 40.86","+45 44 31.7",6.11,"K2III comp",210334
109304,"22 08 41.81","+47 56 00.9",6.86,"A0",210353
109306,"22 08 42.63","-33 07 32.7",6.37,"A2III/IV",210111
109316,"22 08 47.37","-13 18 01.6",6.91,"F5V",210172
109332,"22 08 58.99","-18 31 10.5",5.8,"B2III",210191
109342,"22 09 05.23","+44 51 17.1",6.74,"A0",210387
109349,"22 09 09.20","+02 44 02.6",6.64,"A0",210267
109352,"22 09 13.68","+33 10 21.0",5.58,"G6III:",210354
109354,"22 09 15.19","+44 50 47.3",6.73,"B9",210405
109365,"22 09 24.58","-70 54 14.6",6.83,"K0III",209840
109369,"22 09 26.84","-08 11 09.1",6.99,"G5",210269
109375,"22 09 28.94","-23 39 32.8",6.36,"G8III",210244
109378,"22 09 29.82","-07 32 51.2",6.54,"G0",210277
109393,"22 09 44.49","+64 07 20.6",6.93,"A2",210641
109400,"22 09 48.37","+72 20 28.3",4.79,"G8III",210807
109404,"22 09 55.71","-34 00 54.1",5.37,"A5IV",210271
109408,"22 09 57.82","-48 06 27.0",6.43,"K3III",210204
109410,"22 09 59.25","+33 10 41.8",4.28,"F5III",210459
109412,"22 10 00.13","-28 17 33.0",6.44,"A5V",210300
109418,"22 10 06.56","+35 12 50.2",6.98,"A2",210513
109422,"22 10 08.48","-32 32 54.4",4.94,"F6V",210302
109424,"22 10 10.27","+56 05 02.0",6.94,"B6:V:",210628
109427,"22 10 11.82","+06 11 52.0",3.52,"A2V",210418
109434,"22 10 15.32","+72 06 40.7",6.36,"B9MNp...",210873
109439,"22 10 18.96","+19 36 59.6",6.18,"G0V",210460
109442,"22 10 21.10","-03 53 38.3",6.28,"A1Vnn",210419
109445,"22 10 22.02","+14 37 47.7",6.36,"K0III",210461
109458,"22 10 30.18","+20 58 40.8",6.45,"A3III",210516
109460,"22 10 31.74","-10 49 13.7",6.64,"K0",210422
109466,"22 10 33.70","-04 16 00.7",5.98,"K0III-IV",210434
109471,"22 10 37.46","+11 37 28.8",5.78,"M1III",210502
109472,"22 10 37.46","-11 33 53.9",5.43,"B5III",210424
109474,"22 10 38.90","+70 07 57.1",5.52,"F2V",210884
109477,"22 10 42.33","-75 52 52.9",6.54,"K2IIICN...",209855
109492,"22 10 51.26","+58 12 04.5",3.39,"K1Ibv SB",210745
109493,"22 10 51.70","+30 33 11.0",6.3,"A8IV",210594
109509,"22 11 02.30","-21 13 57.7",6.1,"F6/F7V",210464
109511,"22 11 03.73","+43 01 50.6",6.76,"K0",210666
109514,"22 11 04.80","+48 40 38.6",6.64,"B9",210697
109521,"22 11 09.78","+50 49 23.8",5.38,"A5V",210715
109550,"22 11 27.14","-43 50 33.2",6.62,"G8IV",210441
109551,"22 11 27.14","-27 09 08.2",6.87,"K1III",210524
109556,"22 11 30.58","+59 24 52.3",5.05,"O6e",210839
109561,"22 11 38.00","-34 27 54.2",6.68,"K1/K2III+..",210525
109572,"22 11 48.52","+56 50 20.6",5.24,"F8V",210855
109577,"22 11 51.33","+16 02 26.1",5.93,"K1III",210702
109584,"22 11 55.13","-76 06 57.3",6.13,"K0III",210056
109585,"22 11 56.74","+59 05 03.8",6.29,"K0III",210905
109591,"22 12 01.79","+47 05 44.2",6.7,"A0",210820
109592,"22 12 02.01","+60 45 32.7",5.37,"K1III",210939
109595,"22 12 02.25","-38 18 10.3",6.9,"F3V",210571
109602,"22 12 08.09","+24 57 02.3",5.97,"K0",210762
109620,"22 12 22.45","+63 17 27.9",5.76,"M3III",211029
109624,"22 12 25.74","-14 11 37.8",6.04,"F0V",210705
109629,"22 12 28.95","+76 27 42.5",6.93,"K2",211374
109631,"22 12 29.87","-40 12 10.9",6.59,"K0III",210622
109647,"22 12 43.89","-04 43 14.1",6.39,"F7V",210763
109654,"22 12 47.81","+34 36 17.0",5.34,"K2III",210889
109659,"22 12 52.72","+73 18 25.7",6.11,"A3V+...",211300
109667,"22 12 57.50","-26 19 39.8",6.19,"A3V",210739
109691,"22 13 10.01","+18 16 47.6",6.5,"K2",210890
109693,"22 13 10.17","+86 06 28.3",5.27,"B9.5Vn",212710
109694,"22 13 10.69","+86 13 16.9",6.59,"K0",212774
109696,"22 13 11.51","+25 56 27.3",6.59,"K0IV",210925
109720,"22 13 26.37","-11 55 33.9",6.93,"G5IV",210845
109730,"22 13 38.65","+28 36 28.9",5.87,"K2III",211006
109734,"22 13 43.12","-68 07 35.0",6.84,"K3III",210563
109737,"22 13 44.39","-25 10 51.3",5.58,"F7II",210848
109745,"22 13 49.18","+45 26 26.2",5.53,"A0III",211096
109746,"22 13 49.71","+63 09 44.5",6.13,"B8Vn",211242
109754,"22 13 52.70","+39 42 53.6",4.5,"K3III",211073
109786,"22 14 18.02","-21 04 28.9",5.33,"K1III",210960
109788,"22 14 18.45","+17 11 22.4",6.5,"K4III",211076
109789,"22 14 18.74","-27 46 00.9",5.45,"B7V",210934
109810,"22 14 29.18","+07 58 34.2",6.65,"A0",211048
109821,"22 14 38.21","-41 22 47.1",6.23,"G5V",210918
109822,"22 14 38.22","-15 49 03.6",6.55,"K0/K1V",211038
109831,"22 14 44.33","+42 57 14.3",5.72,"A2Vnn",211211
109837,"22 14 46.92","+04 16 56.7",6.97,"K0",211115
109838,"22 14 47.11","-24 00 16.8",6.89,"F3IV/V",211024
109843,"22 14 48.57","+22 31 24.4",6.62,"G8Ib-II",211153
109857,"22 15 01.68","+57 02 36.5",4.18,"F0IV",211336
109862,"22 15 03.53","+43 46 24.4",6.82,"K0",211274
109880,"22 15 17.01","-70 39 10.4",6.88,"K0III",210742
109902,"22 15 35.03","-44 27 05.4",6.1,"G8/K0III",211053
109908,"22 15 36.88","-41 20 48.3",4.79,"G8III+...",211088
109937,"22 15 58.17","+37 44 55.4",4.14,"K3III",211388
109939,"22 15 59.81","+08 32 58.6",6.21,"A1Vn",211287
109972,"22 16 26.51","+57 13 12.8",5.88,"G8III",211554
109973,"22 16 26.57","-41 37 37.9",5.11,"G8III",211202
109977,"22 16 29.66","+27 48 14.5",6.38,"G9III",211432
109984,"22 16 33.67","-01 35 46.9",6.16,"A5Vn",211356
109990,"22 16 37.44","-25 53 53.3",6.14,"K1II/III",211291
109992,"22 16 40.30","+22 53 46.1",6.92,"Am",211433
109993,"22 16 40.91","+29 10 23.5",6.67,"G5IV",211460
110000,"22 16 48.04","-12 49 53.2",5.34,"K1III",211361
110003,"22 16 49.97","-07 46 59.7",4.17,"G8III-IV",211391
110009,"22 16 52.60","-09 02 24.1",5.8,"K3III:",211392
110018,"22 16 59.79","-23 08 24.4",6.17,"K0III",211364
110023,"22 17 06.50","-05 23 14.0",5.75,"G6III",211434
110031,"22 17 10.01","-34 45 38.7",6.83,"K3III",211367
110055,"22 17 28.31","+49 07 37.0",6.46,"K0",211660
110073,"22 17 47.31","+26 56 11.5",6.63,"K5II",211606
110078,"22 17 50.70","-77 30 41.7",5.49,"F3III",210853
110088,"22 18 02.09","-62 48 40.8",6.98,"F5V",211299
110089,"22 18 04.04","+13 57 01.3",6.83,"K0",211607
110091,"22 18 04.30","-00 14 15.1",6.39,"F3V",211575
110103,"22 18 12.59","+62 48 15.7",5.75,"K3III",211833
110109,"22 18 15.18","-53 37 31.9",5.36,"G1V",211415
110116,"22 18 20.40","+76 29 16.8",6.62,"A1Vn",212150
110130,"22 18 30.18","-60 15 34.2",2.87,"K3III",211416
110159,"22 18 47.00","+19 57 44.2",6.86,"K2",211718
110166,"22 18 52.46","+16 15 28.7",6.89,"A3III",211733
110171,"22 18 56.17","+37 46 09.0",6.19,"A9IIIp",211797
110179,"22 19 00.70","-13 18 17.9",5.96,"K0III",211676
110198,"22 19 19.85","-28 12 30.9",6.85,"K5III",211687
110204,"22 19 23.70","+15 32 44.8",6.91,"K2V",211800
110207,"22 19 25.74","+60 08 52.0",6.87,"A2Ib",211971
110256,"22 20 01.48","-80 26 22.7",5.09,"M6III",210967
110266,"22 20 06.24","+56 55 04.8",6.55,"B6II",212043
110273,"22 20 11.91","-07 49 16.0",5.35,"B8IIIMNp...",211838
110298,"22 20 27.56","+05 47 22.2",5.37,"B5IV",211924
110300,"22 20 28.19","+37 17 53.1",6.9,"K0",212002
110311,"22 20 36.25","-57 30 35.1",6.41,"K3/K4III",211726
110314,"22 20 38.77","+58 24 35.5",6.46,"G8III",212136
110316,"22 20 39.52","+50 58 50.9",6.4,"K2",212071
110323,"22 20 42.33","+14 01 56.5",6.55,"K0",211960
110325,"22 20 44.56","-34 30 59.4",6.92,"K1III",211863
110341,"22 20 55.77","+08 11 12.1",6.18,"F6V",211976
110346,"22 21 00.05","+26 56 06.6",6.46,"M4III",212047
110351,"22 21 01.53","+46 32 11.6",4.55,"B6V",212120
110355,"22 21 03.74","-62 32 53.5",6.61,"F7/F8V",211729
110371,"22 21 19.33","+28 19 49.9",4.78,"B9III",212097
110383,"22 21 28.77","+14 22 12.7",6.94,"A7V",212075
110386,"22 21 31.07","+12 12 18.6",4.82,"B2IV-V",212076
110391,"22 21 35.58","-21 35 52.9",5.12,"K0III",212010
110395,"22 21 39.30","-01 23 14.5",3.86,"A0V",212061
110405,"22 21 45.17","+66 42 22.5",6.62,"G5III+...",212391
110408,"22 21 50.86","+42 04 41.4",6.38,"B5V",212222
110410,"22 21 51.75","+63 08 23.8",6.95,"A0",212365
110412,"22 21 52.83","+40 39 59.1",6.54,"K2",212212
110434,"22 22 05.20","+15 39 05.4",6.68,"A0",212186
110478,"22 22 44.18","-45 56 52.5",6.42,"S5,7:",212087
110487,"22 22 50.28","+36 39 32.1",6.45,"K0",212334
110497,"22 23 00.17","+57 17 04.6",6.18,"B8III-IV",212454
110498,"22 23 00.50","+62 25 09.6",6.04,"A1V",212495
110504,"22 23 07.02","+55 57 47.6",6.44,"G8Iavar",212466
110506,"22 23 07.79","-45 55 42.0",5.62,"F3III-IV",212132
110520,"22 23 24.65","-46 40 07.0",6.93,"A1V",212180
110522,"22 23 27.62","+00 36 31.1",6.94,"A2",212318
110529,"22 23 30.79","-24 45 45.6",5.53,"K0IIICN...",212271
110532,"22 23 32.15","-07 11 40.0",5.92,"G6V",212320
110538,"22 23 33.64","+52 13 46.2",4.42,"G9III",212496
110548,"22 23 39.36","+20 50 53.8",6.2,"F7V",212395
110550,"22 23 41.68","+78 14 35.9",6.77,"B9.5III",212937
110566,"22 23 54.06","+38 34 23.9",6.18,"F5IV:",212487
110569,"22 23 56.39","+31 15 42.3",6.96,"M4.5III:",212470
110573,"22 24 00.48","+15 16 53.4",6.79,"B9V",212442
110578,"22 24 06.87","-04 50 13.2",5.79,"A0V",212404
110600,"22 24 24.94","+16 15 46.8",6.94,"F4III",212500
110602,"22 24 27.03","-13 31 45.9",5.76,"K0III",212430
110609,"22 24 31.00","+49 28 35.0",4.55,"B9Iab",212593
110618,"22 24 34.39","-72 15 13.6",5.28,"A3V: + F9V",211998
110619,"22 24 35.80","-01 11 12.4",6.74,"K0",212474
110624,"22 24 37.52","-39 07 37.3",6.85,"Ap",212385
110629,"22 24 39.11","-41 26 24.9",6.64,"F5V",212386
110649,"22 24 56.19","-57 47 47.8",5.31,"F9V",212330
110661,"22 25 03.33","+51 15 20.9",6.52,"M0",212691
110668,"22 25 10.39","-70 25 53.3",5.78,"F3III",212211
110672,"22 25 16.61","+01 22 38.6",4.8,"B1Ve",212571
110696,"22 25 40.68","+18 26 39.3",6.26,"K0",212670
110706,"22 25 46.88","+63 19 42.0",6.86,"M4III",212882
110707,"22 25 48.04","-20 14 13.2",6.73,"A1V+G8/K1III",212600
110712,"22 25 51.03","-75 00 56.6",6.12,"G3IV",212168
110724,"22 26 00.16","+80 42 05.6",6.68,"K0",213417
110725,"22 26 00.78","+70 46 15.2",5.47,"K2III",213022
110746,"22 26 10.70","-23 40 56.8",6.29,"A0V",212643
110753,"22 26 14.46","-02 47 19.6",6.94,"F5",212695
110778,"22 26 34.15","-16 44 31.7",5.55,"G3V",212697
110780,"22 26 34.65","-07 22 38.9",6.85,"F0",212717
110785,"22 26 37.22","+04 23 37.1",5.76,"F7V",212754
110786,"22 26 41.65","-11 13 41.4",6.98,"A3",212741
110787,"22 26 42.45","+78 47 09.4",5.83,"A2m",213403
110790,"22 26 45.56","+37 26 37.4",6.46,"B2V",212883
110807,"22 26 59.16","+56 26 00.8",6.59,"B5III",212986
110817,"22 27 05.31","+65 07 56.2",5.52,"B0.5Ib",213087
110821,"22 27 06.71","-01 18 32.9",6.77,"G0",212837
110828,"22 27 10.91","+61 54 44.6",6.61,"K0",213048
110838,"22 27 19.87","-64 57 59.0",4.51,"B8V",212581
110842,"22 27 21.21","-58 00 02.3",6.87,"A1m A5-F0",212661
110849,"22 27 26.50","+39 48 36.1",6.16,"B2V",212978
110873,"22 27 46.22","+31 50 23.9",6.0,"K2",212988
110882,"22 27 51.48","+04 41 47.1",4.78,"K0III",212943
110896,"22 28 03.51","+44 07 14.0",6.56,"K5",213061
110907,"22 28 11.15","+27 01 08.0",6.48,"G8III",213025
110913,"22 28 13.91","+24 47 33.4",6.78,"B9",213027
110919,"22 28 19.48","+64 05 06.8",6.3,"K0",213242
110935,"22 28 37.44","-67 29 20.0",5.56,"A3V",212728
110936,"22 28 39.18","-39 07 53.0",5.47,"G8III",212953
110960,"22 28 49.80","-00 01 12.2",3.65,"F3III-IV",213051
110965,"22 28 55.74","-60 03 14.5",6.88,"G8III",212878
110986,"22 29 07.95","+09 07 44.7",5.6,"K5III",213119
110988,"22 29 09.23","+58 24 14.7",6.31,"A0",213307
110992,"22 29 10.21","+26 45 47.6",5.79,"K2II",213179
110991,"22 29 10.25","+58 24 54.7",4.07,"G2Ibvar",213306
110997,"22 29 16.15","-43 29 44.0",3.97,"G6/G8III",213009
111006,"22 29 22.34","+54 14 45.3",6.78,"B2IV",213322
111022,"22 29 31.82","+47 42 24.8",4.34,"M0II",213310
111041,"22 29 44.05","+35 43 32.6",6.56,"A2V",213272
111043,"22 29 45.45","-43 44 57.2",4.12,"M4.5IIIa",213080
111045,"22 29 45.94","-27 06 26.0",5.95,"F0V",213135
111049,"22 29 50.91","-78 12 47.4",6.8,"K3III",212610
111056,"22 29 52.97","+78 49 27.6",5.45,"A3V",213798
111058,"22 29 53.47","+52 24 59.6",6.51,"G5III",213388
111062,"22 29 57.95","+04 25 55.4",5.51,"F5IVs",213235
111066,"22 30 01.39","-12 54 54.4",6.41,"F2/F3IV/V",213198
111068,"22 30 01.79","+32 34 21.6",5.64,"B9.5V",213323
111072,"22 30 06.53","+49 21 23.3",6.41,"K2III SB",213389
111075,"22 30 08.40","+31 12 57.0",6.59,"A0",213340
111085,"22 30 15.72","-42 17 27.8",6.94,"B9V",213155
